batch,university,tto_name,tto_url,contact,phone,email,address,evidence_url,notes
第二批,北京航空航天大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,燕山大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,哈尔滨工业大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,哈尔滨工程大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,复旦大学,科学技术研究院技术转移中心,https://ist.fudan.edu.cn/Data/View/3276,,,,,https://ist.fudan.edu.cn/Data/View/3276,"部门设置页含职责与人员联系方式"
第二批,同济大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,华东理工大学,华东理工大学国家技术转移中心,,,,,,https://www.moe.gov.cn/jyb_xwfb/xw_zt/moe_357/s3581/moe_2700/moe_2712/tnull_48342.html,"教育部报道称其为首批建设国家技术转移中心高校之一"
第二批,上海大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,南京大学,南京大学技术转移中心,https://ttc.nju.edu.cn/,,,sc@nju.edu.cn,南大科学园国家双创示范基地2号楼3层,https://ttc.nju.edu.cn/88/74/c11256a493684/page.htm,"学校新闻含地址、邮箱"
第二批,中国矿业大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,中国药科大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,南京航空航天大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,杭州电子科技大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,中国科学技术大学,中国科学技术大学技术转移中心,https://iat.ustc.edu.cn/iat/x185/,,,,,https://iat.ustc.edu.cn/iat/x185/,"先研院页面列出中国科学技术大学技术转移中心"
第二批,厦门大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,青岛科技大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,华中科技大学,华中科技大学国家技术转移中心,https://iat.hust.edu.cn/index.htm,,,,,https://iat.hust.edu.cn/index.htm,"官网首页"
第二批,武汉理工大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,暨南大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,重庆大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
第二批,西安电子科技大学,,,,,,,https://www.moe.gov.cn/srcsite/A16/s3336/202009/t20200908_486338.html,"教育部第二批基地名单"
